,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn
9952,115962,15662574,Brady,636.0,Spain,Male,35.0,1,115137.26,1,1,0,52484.01,0
9953,40376,15770420,Chukwujekwu,708.0,France,Male,31.0,7,95502.13,1,1,0,57896.54,0
9954,114228,15692668,Kaeppel,684.0,Spain,Male,36.0,4,0.0,2,1,0,62830.06,0
9955,162203,15593765,Pisano,605.0,Spain,Male,28.0,6,0.0,2,1,0,182692.9,0
9956,40232,15653776,Onyemauchechukwu,646.0,France,Male,40.0,9,156771.68,1,0,1,142935.83,0
9957,60666,15757759,Okwuoma,807.0,Spain,Female,28.0,2,165969.26,3,1,0,156122.13,1
9958,46890,15610241,Pirozzi,690.0,France,Female,26.0,7,0.0,1,1,0,92873.5,0
9959,158881,15631512,Fanucci,670.0,France,Male,38.0,9,0.0,2,0,1,199290.67,0
9960,44030,15573086,Hsueh,742.0,Germany,Male,40.0,1,127655.22,1,1,0,178074.04,0
9961,116000,15569666,Goddard,568.0,Spain,Female,45.0,1,0.0,2,0,0,172674.36,0
9962,155986,15590167,Chiemenam,539.0,France,Male,47.0,6,134980.74,1,1,0,120893.15,0
9963,143279,15672433,Rizzo,662.0,Spain,Female,38.0,5,0.0,2,1,0,83319.73,0
9964,82831,15694890,McLean,697.0,Spain,Female,30.0,7,79871.02,1,1,1,129964.94,0
9965,35366,15763460,Mazzanti,754.0,France,Female,44.0,3,0.0,1,1,1,102760.08,1
9966,70044,15640789,Nwabugwu,794.0,Germany,Male,38.0,4,114440.24,1,0,1,138328.24,1
9967,148588,15587591,Smith,775.0,Spain,Male,43.0,5,0.0,2,0,1,126547.02,0
9968,56411,15613673,Lung,675.0,France,Male,28.0,1,0.0,2,1,0,134110.93,0
9969,20044,15733387,Teng,710.0,Germany,Male,27.0,2,91026.88,1,1,0,104721.5,1
9970,19747,15796612,Ch'ang,696.0,Spain,Male,29.0,1,0.0,2,1,1,199527.34,0
9971,60392,15808846,Zetticci,581.0,France,Female,31.0,4,0.0,2,1,1,80190.02,0
9972,107371,15677249,Somadina,731.0,France,Male,45.0,3,0.0,2,1,1,192175.52,0
9973,38335,15665088,Cattaneo,531.0,Spain,Female,33.0,2,0.0,2,0,0,100862.36,0
9974,24767,15796790,Onyemauchechukwu,730.0,Spain,Female,34.0,3,0.0,2,1,1,93081.87,0
9975,95597,15592707,Bibi,567.0,France,Male,35.0,7,0.0,1,1,1,96660.76,0
9976,71234,15766458,Hayward,632.0,France,Male,39.0,2,122773.5,2,1,1,64375.4,0
9977,80858,15633059,Chukwueloka,695.0,France,Female,48.0,3,170113.0,1,1,0,168523.72,1
9978,122835,15615140,Ejimofor,613.0,France,Female,32.0,5,0.0,2,1,1,53630.9,0
9979,47581,15728005,Pai,687.0,France,Female,41.0,1,0.0,1,1,1,105887.04,0
9980,88499,15728709,Hsiung,756.0,Spain,Female,51.0,3,123889.55,1,0,0,102515.72,1
9981,87280,15627999,Kung,544.0,Spain,Male,30.0,5,0.0,2,1,0,83090.35,0
9982,81279,15694859,Maughan,709.0,France,Female,35.0,6,0.0,2,1,1,179431.83,0
9983,144895,15680201,Hsia,702.0,France,Male,33.0,6,80726.08,1,1,0,176692.09,0
9984,141975,15722532,Tsao,739.0,France,Male,28.0,10,91760.11,1,1,1,135784.94,0
9985,63213,15792360,Aitken,629.0,France,Male,33.0,7,172170.36,2,0,1,159777.37,0
9986,148103,15576022,Nwachinemelu,565.0,France,Female,38.0,5,0.0,1,0,1,80630.32,1
9987,11019,15682955,Yuriev,679.0,Germany,Female,32.0,7,142711.81,1,1,0,98896.06,0
9988,60205,15586974,Chiang,589.0,France,Male,31.0,2,0.0,2,1,1,45909.85,0
9989,137217,15758831,Nucci,571.0,Spain,Female,37.0,9,0.0,2,1,1,46772.36,0
9990,64615,15648032,H?,648.0,France,Female,34.0,6,0.0,2,0,1,35300.08,0
9991,48313,15585823,Ibezimako,597.0,Germany,Female,56.0,3,137367.94,1,1,0,125518.32,1
9992,75818,15727059,Lettiere,476.0,France,Female,40.0,4,0.0,2,0,1,182547.04,0
9993,149942,15690934,Bovee,713.0,France,Female,38.0,4,0.0,2,1,0,121071.67,0
9994,148763,15806546,Nnachetam,612.0,Spain,Female,35.0,8,119799.27,1,1,1,163989.66,0
9995,80391,15783025,Ch'iu,633.0,Germany,Female,34.0,2,121355.99,1,1,1,145558.42,0
9996,30720,15752955,Hsu,683.0,France,Female,45.0,9,0.0,1,1,0,71856.3,0
9997,150387,15734312,Gartrell,748.0,Spain,Male,31.0,9,132867.34,1,0,1,76767.99,0
9998,79843,15593954,Ts'ai,628.0,Spain,Female,38.0,4,0.0,1,1,0,52820.13,0
9999,163948,15749381,Yu,642.0,Germany,Female,30.0,9,134497.27,2,0,1,198064.52,0
10000,71508,15645200,T'ien,656.0,France,Female,38.0,8,132838.71,1,1,1,141872.01,0
10001,120958,15703763,H?,685.0,France,Male,54.0,9,0.0,1,0,1,174770.14,0
10002,2662,15678497,Lederer,850.0,Spain,Male,28.0,2,0.0,2,1,0,169425.3,0
10003,8409,15785819,Yobachi,641.0,France,Male,32.0,7,0.0,2,1,1,162683.06,0
10004,12483,15758028,Brown,732.0,France,Male,29.0,6,0.0,2,1,1,193309.12,0
10005,14443,15783594,Genovese,832.0,Germany,Female,55.0,2,114446.87,1,1,0,52894.01,1
10006,152043,15603794,Lombardo,633.0,France,Male,36.0,1,110559.46,1,1,1,145937.99,0
10007,51885,15783752,P'eng,549.0,Germany,Female,50.0,4,111284.53,1,0,0,164038.07,1
10008,84581,15606945,Nickson,651.0,Germany,Male,32.0,8,146710.79,1,1,1,183872.88,0
10009,48489,15798838,T'ang,614.0,Spain,Female,31.0,4,0.0,2,0,1,79871.59,0
10010,117741,15693637,O'Kane,588.0,Spain,Female,49.0,4,0.0,1,1,0,172572.64,0
10011,34233,15633729,T'ien,488.0,Germany,Male,43.0,10,112751.13,1,1,1,28332.0,1
10012,156391,15583597,Chidubem,697.0,France,Female,36.0,6,96951.21,1,1,1,151401.33,0
10013,56922,15675360,Fiorentini,616.0,Germany,Female,40.0,2,141581.51,1,1,0,113581.49,1
10014,110213,15582797,Ch'iu,685.0,Spain,Female,35.0,4,137948.51,1,1,0,113639.64,1
10015,111088,15626243,Chijioke,631.0,Spain,Male,40.0,5,0.0,1,1,0,31641.52,0
10016,115824,15712772,Onwumelu,663.0,France,Male,28.0,2,0.0,2,1,0,10712.82,0
10017,57873,15766378,Sheets,741.0,Germany,Female,29.0,9,113150.44,2,1,1,194867.78,0
10018,84938,15757897,Iadanza,681.0,Spain,Male,32.0,6,0.0,2,1,0,176768.59,0
10019,125537,15757588,Hsiao,616.0,Spain,Female,28.0,8,116479.27,1,1,0,73857.83,0
10020,34532,15815443,Oluchukwu,669.0,France,Male,43.0,7,0.0,1,1,0,61513.87,1
10021,29237,15571928,Lai,767.0,France,Male,43.0,4,0.0,2,1,1,62368.33,0
10022,54108,15793366,Ch'ang,637.0,Germany,Male,47.0,7,139196.0,4,1,1,104769.96,1
10023,146756,15612667,Chukwueloka,667.0,Germany,Female,33.0,5,138515.02,2,0,1,158043.11,0
10024,142446,15771383,Ch'ang,728.0,Germany,Male,37.0,4,114268.22,1,1,1,89524.83,0
10025,41317,15705521,Pisani,598.0,Germany,Male,34.0,0,101648.5,2,1,0,143096.49,0
10026,100253,15811877,Chikezie,663.0,Germany,Male,32.0,2,134593.79,1,0,0,96498.14,1
10027,152857,15595557,Toscani,498.0,Germany,Male,25.0,8,121702.73,1,1,1,132210.49,0
10028,77119,15694300,T'ien,639.0,France,Male,33.0,2,0.0,2,0,1,60905.51,0
10029,97622,15801920,Christian,694.0,Germany,Male,39.0,5,80615.46,3,0,0,180962.32,0
10030,30450,15588955,Hsueh,638.0,Spain,Male,49.0,7,122029.15,1,1,0,136521.82,1
10031,121660,15585282,Uspenskaya,683.0,France,Male,37.0,3,142289.79,1,1,0,86099.23,0
10032,160057,15769125,Palerma,727.0,France,Female,41.0,10,0.0,2,0,1,47468.56,0
10033,72529,15760873,Lombardo,594.0,France,Female,50.0,7,81310.34,2,1,1,183868.01,1
10034,103842,15786463,K'ung,689.0,Spain,Male,30.0,3,0.0,2,1,1,65801.44,0
10035,132607,15631681,Bogle,644.0,France,Male,43.0,7,0.0,2,1,0,157097.09,0
10036,94999,15644844,Ch'ien,571.0,France,Male,33.0,2,132865.57,1,1,1,151671.6,0
10037,72420,15801336,Ch'ang,697.0,France,Female,37.0,7,0.0,2,1,1,35450.53,0
10038,35380,15746805,Bibi,684.0,France,Male,40.0,9,0.0,2,0,1,121872.88,0
10039,59312,15679642,Toscani,659.0,Germany,Female,33.0,4,129187.13,1,1,0,101382.86,0
10040,28607,15642448,Onyemauchechukwu,656.0,Spain,Female,28.0,5,120047.77,1,1,1,137173.39,0
10041,89007,15656865,Gray,613.0,Germany,Male,35.0,9,58641.43,1,1,1,199674.83,0
10042,116322,15672481,T'ang,573.0,Spain,Male,31.0,9,0.0,2,1,1,47729.33,0
10043,159661,15785542,Zetticci,792.0,France,Female,31.0,5,0.0,1,1,0,176894.08,1
10044,75308,15792650,Trentino,669.0,Spain,Male,47.0,6,94598.48,1,1,0,197519.66,1
10045,91629,15711309,K?,648.0,Spain,Female,35.0,2,91285.13,1,1,1,5983.7,0
10046,119845,15772421,Tretiakov,603.0,France,Male,46.0,3,148884.47,2,1,1,90967.37,0
10047,14435,15805955,Onuora,763.0,Spain,Female,30.0,1,0.0,2,1,0,31892.82,0
10048,146001,15661655,Onwuamaeze,624.0,France,Female,33.0,5,0.0,2,1,0,171045.64,0
10049,57465,15761024,Yeh,667.0,Germany,Female,34.0,1,121898.98,1,1,0,46632.87,0
10050,79966,15657535,Whitehead,678.0,France,Female,25.0,5,0.0,2,1,1,127528.84,0
10051,138744,15625141,Shih,712.0,Spain,Female,23.0,4,0.0,2,1,1,126253.54,0
10052,85427,15726403,White,538.0,France,Male,33.0,5,0.0,2,1,1,121299.14,0
10053,108832,15579131,Hs?,659.0,France,Male,42.0,5,0.0,2,1,0,116977.6,0
10054,118909,15790204,Myers,663.0,France,Male,36.0,9,0.0,2,1,0,29135.89,0
10055,30751,15712483,Hsia,790.0,Germany,Female,45.0,4,130463.26,1,0,1,131283.9,1
10056,104883,15668886,Onochie,667.0,France,Male,32.0,1,0.0,2,0,0,148813.96,0
10057,152807,15750776,Chinonyelum,705.0,France,Female,56.0,1,134960.98,1,1,0,113907.8,0
10058,4672,15681671,L?,694.0,France,Female,42.0,4,0.0,1,1,1,138880.24,1
10059,88114,15588904,Lucchese,684.0,France,Female,41.0,2,0.0,2,1,1,114442.66,0
10060,26696,15693902,Chukwubuikem,719.0,Germany,Female,48.0,8,124616.23,1,0,1,185630.76,1
10061,14364,15710457,Okwudilichukwu,833.0,France,Male,39.0,6,0.0,2,1,0,149665.69,0
10062,83468,15632609,Burdekin,562.0,France,Female,39.0,10,0.0,1,0,1,32824.15,0
10063,47645,15576085,Trevisani,718.0,Germany,Male,43.0,7,139541.58,1,1,0,92357.18,1
10064,83226,15672499,Baresi,758.0,France,Male,27.0,5,0.0,2,1,1,91829.8,0
10065,158208,15636061,Nnaife,649.0,France,Male,48.0,4,0.0,1,1,1,142538.31,1
10066,89730,15578251,Fang,670.0,France,Male,37.0,6,186347.97,2,1,1,92809.73,0
10067,25216,15662238,Ch'ien,550.0,Germany,Male,26.0,8,111388.98,2,1,1,38410.77,0
10068,35961,15617206,Udegbulam,724.0,France,Male,31.0,9,0.0,2,0,0,93832.41,0
10069,52178,15780021,Nnaife,714.0,France,Male,32.0,10,0.0,2,0,1,116495.59,0
10070,75448,15693817,Pagnotto,670.0,France,Female,49.0,4,0.0,2,1,0,88890.61,1
10071,52919,15635177,Williamson,653.0,France,Female,66.0,3,0.0,1,1,1,70532.53,0
10072,9374,15602034,Kolesnikov,687.0,France,Female,34.0,1,126558.92,1,1,0,73334.43,0
10073,151975,15802588,Su,592.0,Germany,Female,45.0,0,113657.83,1,1,0,172363.51,1
10074,132120,15682778,Fedorov,680.0,France,Male,34.0,6,0.0,2,1,1,95686.6,0
10075,81585,15783029,Maclean,792.0,France,Male,29.0,8,0.0,1,1,0,132173.31,1
10076,37458,15605531,Daly,457.0,Spain,Female,45.0,6,176666.62,1,1,0,172437.12,1
10077,116448,15729246,Hardacre,847.0,Spain,Male,31.0,6,0.0,2,1,0,76326.67,0
10078,96253,15702968,Ch'eng,779.0,France,Male,32.0,1,80728.15,1,1,0,86306.75,0
10079,163648,15803526,Eremenko,685.0,Germany,Male,30.0,3,85982.07,1,1,0,90747.94,1
10080,124622,15637599,Ifeatu,628.0,Germany,Female,33.0,4,123067.63,1,1,1,136869.31,0
10081,44823,15747014,Grigoryeva,850.0,Germany,Female,28.0,5,105245.34,1,0,0,74780.13,0
10082,71518,15641850,Ferri,799.0,France,Female,37.0,9,98241.04,1,1,0,110887.14,0
10083,134437,15707045,Hs?,711.0,France,Female,38.0,9,0.0,1,1,1,58854.84,0
10084,81310,15648067,Liao,717.0,France,Male,33.0,7,106000.45,1,1,0,142959.94,0
10085,55385,15791141,Martin,639.0,France,Male,29.0,5,92716.8,1,1,1,57929.94,0
10086,90628,15747647,Piazza,537.0,France,Male,32.0,6,0.0,1,1,0,131753.97,0
10087,141810,15594927,Kao,678.0,France,Female,54.0,3,137842.26,1,0,0,104889.4,1
10088,42445,15641392,Ch'iu,631.0,Germany,Female,43.0,4,109632.85,1,1,0,160532.17,1
10089,109927,15677317,Aksenov,769.0,France,Male,38.0,6,0.0,2,1,0,182867.84,0
10090,142282,15711489,Azikiwe,651.0,Germany,Female,32.0,3,0.0,1,1,0,114565.35,1
10091,131806,15727059,Lettiere,476.0,France,Male,40.0,4,0.0,2,0,0,182547.04,1
10092,80321,15576517,Lettiere,663.0,Spain,Female,43.0,2,0.0,2,1,1,106095.08,0
10093,125649,15597951,Babbage,826.0,France,Male,42.0,4,124678.61,1,1,1,51871.86,0
10094,137661,15813871,Hs?,539.0,France,Male,47.0,2,0.0,1,1,0,151375.73,1
10095,11508,15677223,Hs?,607.0,France,Male,29.0,1,0.0,1,0,1,179655.85,0
10096,54184,15791174,Hsiao,589.0,Germany,Female,30.0,2,71269.89,1,1,0,97632.64,0
10097,79315,15576550,Manna,727.0,Spain,Male,42.0,5,0.0,1,1,0,116429.51,1
10098,113938,15591942,Zito,611.0,Spain,Female,33.0,3,80790.74,1,1,1,3729.89,0
10099,74243,15632859,Chukwudi,850.0,Spain,Male,36.0,4,0.0,2,0,1,138743.86,0
10100,81043,15693264,Onyinyechukwuka,583.0,France,Female,49.0,4,0.0,1,1,1,111285.85,0
10101,127593,15649858,Simpson,676.0,Spain,Male,27.0,9,96776.49,2,1,1,119890.86,0
10102,94844,15630147,Manna,690.0,France,Female,28.0,8,0.0,2,1,1,152390.38,0
10103,76174,15787155,Tsou,722.0,France,Female,31.0,2,139887.01,1,1,1,172646.88,0
10104,6039,15594305,Rizzo,535.0,Spain,Male,37.0,7,88308.87,2,0,1,14178.73,0
10105,114560,15638463,Okwudilichukwu,684.0,Germany,Female,34.0,8,139480.18,1,1,0,163581.67,0
10106,58317,15648067,Okeke,540.0,France,Female,36.0,10,0.0,1,1,0,101778.9,1
10107,132870,15662500,Teng,534.0,France,Male,31.0,7,0.0,1,1,1,2850.01,0
10108,123119,15623649,Efremov,710.0,France,Female,41.0,4,0.0,2,1,0,62811.03,0
10109,126995,15742632,Calabrese,773.0,France,Male,41.0,3,131039.01,1,0,0,27341.63,0
10110,164687,15608873,Smith,665.0,France,Male,51.0,1,0.0,2,0,0,53353.36,0
10111,69526,15653715,Shubin,576.0,Spain,Male,35.0,7,0.0,2,1,1,149961.79,0
10112,23996,15579559,T'ang,573.0,France,Male,40.0,7,149371.33,1,1,1,110454.46,0
10113,124844,15603088,Chiu,663.0,France,Male,41.0,6,152039.7,1,1,0,121537.87,0
10114,111497,15572050,Nwankwo,731.0,France,Male,43.0,6,0.0,2,1,1,176576.07,0
10115,87269,15776096,Chukwubuikem,686.0,France,Male,38.0,6,0.0,2,1,1,16897.19,0
10116,141734,15594566,Wright,651.0,France,Male,41.0,4,0.0,1,1,0,121747.67,0
10117,104319,15686837,Houghton,768.0,France,Male,31.0,9,0.0,2,0,0,116692.8,0
10118,20159,15679673,Purdy,652.0,Spain,Male,36.0,5,0.0,2,0,1,74870.99,0
10119,89111,15587597,Obialo,659.0,France,Male,27.0,5,133676.65,1,1,1,145562.4,0
10120,158365,15748797,Oliver,629.0,France,Female,30.0,2,0.0,2,0,1,34180.33,0
10121,153587,15750055,Uspenskaya,619.0,France,Female,28.0,5,0.0,1,1,1,159508.77,0
10122,99646,15603880,Ch'eng,519.0,Germany,Male,38.0,1,114141.64,1,1,1,60988.21,0
10123,142711,15773929,Nnonso,754.0,Germany,Male,32.0,1,161798.53,2,1,1,143981.42,0
10124,99741,15775206,White,629.0,France,Female,29.0,7,0.0,2,1,1,171461.46,0
10125,14791,15762729,Ukaegbunam,731.0,France,Male,39.0,9,0.0,4,1,0,176730.02,1
10126,132631,15800746,Fomin,768.0,Spain,Male,36.0,7,177737.63,1,0,0,151325.24,0
10127,95920,15646817,Niu,773.0,France,Male,25.0,7,98877.95,1,1,0,132959.33,0
10128,36572,15777907,Liang,791.0,France,Female,33.0,4,0.0,2,1,1,144413.92,0
10129,41361,15646969,Hs?,571.0,France,Female,36.0,2,0.0,2,1,0,1375.24,0
10130,114543,15804862,Oluchi,686.0,France,Female,26.0,5,0.0,2,1,1,64839.35,0
10131,100678,15597983,Y?an,678.0,France,Male,42.0,5,0.0,2,1,0,140723.05,0
10132,143284,15761141,Kung,576.0,Germany,Female,32.0,6,171932.26,2,1,1,67611.36,0
10133,76238,15782758,Chinwendu,706.0,Germany,Female,43.0,7,105770.7,1,1,0,184842.21,1
10134,77235,15712358,Hsia,651.0,France,Male,30.0,8,0.0,1,0,1,142210.39,0
10135,100926,15799925,Uwakwe,800.0,France,Female,39.0,8,88541.57,2,1,1,131729.52,0
10136,75694,15712121,Chidimma,657.0,Germany,Female,34.0,9,154983.98,2,1,0,27738.01,0
10137,158845,15806929,Watson,659.0,France,Female,36.0,7,0.0,2,1,1,139816.1,0
10138,107614,15734626,Fu,706.0,Spain,Male,53.0,1,0.0,3,1,0,101371.05,1
10139,79276,15642937,Padovesi,550.0,France,Female,46.0,7,0.0,2,1,1,130590.35,0
10140,55325,15617705,Ozioma,635.0,France,Female,39.0,2,0.0,2,1,1,175611.5,0
10141,76299,15732448,Ifeanyichukwu,715.0,Germany,Female,47.0,4,123070.89,1,1,0,146637.45,1
10142,1033,15676433,Allan,707.0,Spain,Female,36.0,2,0.0,1,1,0,98810.78,0
10143,78948,15759874,Ugochukwutubelum,686.0,France,Female,32.0,1,0.0,2,0,1,12096.87,0
10144,152340,15651713,Thompson,770.0,France,Male,39.0,3,148071.39,1,1,0,183575.01,1
10145,71436,15624466,Mazzanti,739.0,Germany,Female,50.0,6,119655.77,2,1,1,168515.61,0
10146,12813,15715184,Smith,553.0,France,Male,42.0,7,0.0,2,1,1,88898.68,0
10147,154418,15635364,O'Brien,548.0,France,Male,45.0,8,0.0,1,0,1,81673.6,1
10148,83040,15733476,Ch'ang,729.0,France,Female,50.0,7,106949.71,1,1,1,160122.66,1
10149,37419,15584929,Chu,645.0,Germany,Male,39.0,5,101868.51,1,1,1,121389.73,0
10150,125893,15605916,Uvarova,659.0,France,Female,44.0,0,0.0,1,1,0,183399.12,1
10151,134417,15673619,Genovese,702.0,Germany,Male,43.0,10,125013.72,1,0,1,159830.57,0
10152,36746,15768387,Shih,633.0,France,Female,34.0,7,0.0,2,1,0,131804.86,0
10153,48926,15672242,Aksenov,527.0,France,Female,50.0,2,0.0,1,1,1,121232.51,0
10154,61921,15635143,Teng,716.0,France,Male,38.0,7,0.0,1,0,0,47848.56,0
10155,1743,15671534,Hovell,646.0,Germany,Female,54.0,0,90212.0,1,1,0,13911.27,1
10156,106450,15686670,Hsieh,613.0,France,Male,39.0,2,0.0,1,1,1,125305.79,0
10157,146476,15588517,Ts'ai,557.0,Spain,Female,55.0,4,0.0,2,1,1,35608.88,0
10158,136606,15631201,Hill,472.0,Spain,Female,28.0,4,0.0,2,1,1,1801.77,0
10159,27690,15720371,Maclean,712.0,Spain,Male,36.0,7,126431.54,1,1,0,170980.86,0
10160,33874,15723250,Teng,519.0,France,Male,30.0,8,136555.01,1,1,1,101485.72,0
10161,120703,15741181,Tsao,568.0,Germany,Male,35.0,8,141074.01,1,1,1,91291.04,0
10162,157934,15629885,Okwuadigbo,697.0,Germany,Female,37.0,5,129289.32,2,1,1,80587.35,0
10163,59509,15809509,Hsiao,743.0,Spain,Female,34.0,1,0.0,2,1,1,135083.72,0
10164,137449,15778049,Shih,588.0,France,Female,40.0,3,0.0,1,1,1,178373.63,0
10165,90967,15734312,Ts'ui,696.0,Spain,Male,36.0,1,0.0,2,1,1,62703.17,0
10166,37799,15702030,Findlay,584.0,Germany,Female,39.0,2,151963.26,2,1,0,158958.9,0
10167,126921,15806917,Nnamutaezinwa,704.0,France,Male,39.0,2,0.0,2,1,1,180694.59,0
10168,15366,15697129,Ulyanova,706.0,France,Male,33.0,7,0.0,2,0,1,31962.77,0
10169,116893,15605293,Bell,567.0,Spain,Male,27.0,9,0.0,2,1,0,78622.46,0
10170,68742,15592999,Mazzi,549.0,Spain,Female,37.0,5,0.0,2,1,1,166476.95,0
10171,38460,15777051,Genovesi,667.0,Spain,Male,38.0,9,0.0,2,1,0,95985.93,0
10172,137358,15642725,Chiang,687.0,Germany,Female,42.0,1,104960.46,1,1,0,121537.91,1
10173,57953,15777046,Parry,659.0,France,Female,39.0,9,0.0,2,1,0,58879.11,0
10174,33864,15602851,Hs?,718.0,France,Male,33.0,9,0.0,2,1,1,172526.69,0
10175,160741,15571958,O'Neill,589.0,France,Male,28.0,4,0.0,2,1,0,100919.71,0
10176,75957,15691823,Chidiegwu,745.0,Germany,Male,43.0,1,117833.3,1,1,1,81861.1,1
10177,17146,15623502,Baresi,631.0,Spain,Male,35.0,7,0.0,2,1,1,100015.79,0
10178,132022,15725024,Hsia,613.0,France,Female,35.0,9,0.0,1,1,0,54474.08,1
10179,103656,15789425,Obialo,684.0,France,Male,41.0,8,0.0,1,1,1,40368.65,0
10180,137068,15785819,Hs?eh,706.0,Spain,Male,30.0,5,0.0,2,1,0,171045.96,0
10181,126217,15732265,Onwumelu,587.0,France,Male,34.0,8,0.0,2,1,0,128881.17,0
10182,130281,15775809,Nnachetam,707.0,Germany,Female,34.0,8,102918.38,1,1,0,54949.74,0
10183,19054,15622631,H?,588.0,France,Male,44.0,8,154409.74,1,1,0,49324.03,0
10184,83604,15672610,Nwoye,729.0,Germany,Female,41.0,1,141803.6,1,1,1,88965.49,1
10185,61056,15787830,Y?an,652.0,France,Female,46.0,3,0.0,1,1,1,109057.83,0
10186,76430,15662238,H?,587.0,France,Male,34.0,1,0.0,2,0,0,67788.49,0
10187,110557,15588587,Brown,752.0,France,Female,36.0,1,86837.95,1,1,1,105280.55,0
10188,20273,15707505,Tsao,695.0,France,Female,32.0,2,0.0,1,1,1,174474.72,1
10189,162563,15772798,Hsia,609.0,Spain,Female,43.0,8,0.0,1,1,0,71557.12,1
10190,22400,15780220,Pauley,656.0,France,Male,38.0,10,0.0,2,1,1,136521.82,0
10191,34462,15709485,Genovese,615.0,Spain,Male,39.0,1,131394.38,1,1,1,88669.89,0
10192,148460,15730673,McIntosh,645.0,France,Female,60.0,1,0.0,1,1,1,132973.21,1
10193,26765,15679064,Nwebube,579.0,Germany,Male,44.0,8,109742.6,2,1,1,173968.6,0
10194,94996,15703614,Lombardo,522.0,France,Male,32.0,8,132876.23,1,1,1,130862.11,0
10195,112382,15652700,Liao,573.0,France,Female,44.0,9,0.0,2,1,0,129964.94,0
10196,11286,15678916,Onyemauchechukwu,631.0,France,Female,39.0,9,81947.76,2,1,0,121277.78,0
10197,94414,15758769,Hsueh,538.0,France,Male,38.0,5,0.0,2,1,1,181499.77,0
10198,62778,15608886,Okwudiliolisa,679.0,France,Female,33.0,9,0.0,2,0,1,69608.48,0
10199,117507,15790011,Tuan,544.0,Germany,Female,37.0,9,95857.42,2,1,1,168038.96,0
10200,90994,15709523,Sagese,628.0,Germany,Male,28.0,2,118336.95,2,1,0,56850.92,0
10201,72084,15604536,Ch'ien,639.0,France,Male,31.0,4,106891.79,1,1,0,91829.51,0
10202,112094,15720509,Fiorentino,741.0,Spain,Female,46.0,1,130854.85,1,1,0,47414.03,0
10203,94637,15579892,Nwankwo,713.0,France,Female,38.0,3,0.0,1,1,0,176692.87,0
10204,34521,15579996,Chidimma,754.0,Germany,Male,64.0,1,116522.73,1,0,0,184474.15,1
10205,11147,15793883,T'ien,678.0,France,Female,49.0,7,0.0,1,1,0,85890.68,1
10206,111297,15723671,Obijiaku,825.0,France,Male,34.0,6,0.0,2,1,1,47729.84,0
10207,40303,15718789,Brigstocke,669.0,France,Male,30.0,4,0.0,1,1,1,75786.55,0
10208,40356,15684319,Mazzi,621.0,France,Female,45.0,9,0.0,1,0,0,178032.93,1
10209,112461,15745355,Bull,743.0,Spain,Male,41.0,5,153198.23,1,1,1,92090.36,0
10210,142045,15624793,Souter,508.0,France,Female,34.0,7,0.0,2,1,0,49424.6,0
10211,127065,15799435,Maclean,619.0,France,Female,35.0,3,0.0,2,0,1,175071.14,0
10212,5722,15758074,Chukwueloka,753.0,France,Male,28.0,2,106913.41,1,1,1,181204.64,0
10213,10913,15722364,Chukwukere,664.0,France,Male,38.0,1,189026.53,2,1,0,56099.86,0
10214,88581,15686776,Toscani,652.0,France,Male,39.0,9,0.0,2,0,1,93718.38,0
10215,116206,15729224,Jennings,710.0,France,Male,37.0,6,0.0,2,1,1,115403.31,0
10216,130447,15756804,O'Loghlen,636.0,France,Female,33.0,1,170833.46,1,1,1,110510.28,0
10217,100695,15773868,Macdonald,687.0,France,Male,41.0,0,0.0,1,1,0,155870.82,1
10218,155089,15689526,Manna,716.0,France,Male,29.0,7,109922.61,1,1,0,71492.84,0
10219,90278,15649563,Hsiung,746.0,Germany,Female,29.0,1,115141.18,2,1,0,171345.96,0
10220,103489,15694253,Palerma,686.0,France,Female,41.0,2,152105.57,1,1,1,132374.41,0
10221,57986,15573520,Uvarova,730.0,Spain,Male,34.0,8,0.0,1,1,0,109291.22,0
10222,65394,15813660,Ewing,710.0,Spain,Male,42.0,5,0.0,2,1,1,71159.84,0
10223,117120,15790744,Efremov,841.0,France,Female,37.0,3,0.0,2,0,1,116547.08,1
10224,47976,15593897,Calabresi,611.0,France,Male,55.0,8,152812.58,1,0,0,26920.43,1
10225,1463,15781802,Nnachetam,674.0,Spain,Male,35.0,4,0.0,2,1,1,180142.42,0
10226,91375,15781719,Hs?,624.0,Spain,Male,47.0,2,100912.55,3,0,1,92915.74,1
10227,57301,15674328,Moreno,619.0,Spain,Female,38.0,4,0.0,2,1,1,163757.29,0
10228,6321,15750649,Uwakwe,744.0,France,Female,44.0,6,0.0,3,1,0,189016.14,1
10229,63958,15754577,Padovano,806.0,France,Male,45.0,10,0.0,2,1,1,141872.05,0
10230,118024,15751445,Chikwado,734.0,Germany,Female,51.0,6,136729.51,1,0,1,38984.37,0
10231,148210,15594685,Hall,757.0,France,Female,49.0,2,0.0,2,1,0,164482.92,0
10232,113280,15642095,Hsieh,715.0,Germany,Male,38.0,10,124728.28,1,1,0,145700.66,0
10233,73358,15761075,Udinesi,841.0,Spain,Female,32.0,9,0.0,1,1,0,71776.68,0
10234,62307,15737408,Nwebube,661.0,Spain,Male,39.0,1,119035.36,1,1,1,63736.86,0
